,CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId
14445,0,10,Views,4128,4,600,0,5025,12608,1307
14446,2,10,Views,4128,1,600,160,5025,12610,1307
14447,2,10,Views,4128,13,600,0,5025,12649,1307
14448,2,10,Views,4128,2,600,0,5025,12794,1307
14449,1,10,Views,4128,3,600,0,5025,13231,1307
14450,0,10,Views,4128,4,600,0,5025,13285,1307
14451,8,10,Views,4128,3,600,0,5025,13434,1307
14452,0,10,Views,4128,1,600,0,5025,13835,1307
14453,3,10,Views,4128,8,600,0,5025,13837,1307
14454,1,10,Views,4128,1,600,0,5025,14027,1307
14455,0,10,Views,4128,4,600,0,5025,14166,1307
14456,0,10,Views,4128,31,600,0,5025,14227,1307
14457,2,10,Views,4128,1,600,0,5025,14311,1307
14458,4,10,Views,4128,1,600,87,5025,14373,1307
14459,0,10,Views,4128,3,600,0,5025,14766,1307
14460,6,10,Views,4128,4,600,0,5025,15190,1307
14461,6,10,Views,4128,2,600,0,5025,15304,1307
14462,2,10,Views,4128,8,600,0,5025,18303,1307
14463,0,10,Views,4128,1,600,210,5025,55371,1307
17322,2,43,Views,18088,9,3274,684,3899,5207,2116
17323,0,43,Views,18088,6,3274,246,3899,5213,2116
17324,1,43,Views,18088,2,3274,0,3899,5248,2116
17325,0,43,Views,18088,1,3274,0,3899,5251,2116
17326,5,43,Views,18088,13,3274,0,3899,5252,2116
17327,2,43,Views,18088,4,3274,0,3899,5257,2116
17328,3,43,Views,18088,1,3274,0,3899,5272,2116
17329,2,43,Views,18088,7,3274,0,3899,5273,2116
17330,0,43,Views,18088,1,3274,0,3899,5276,2116
17331,0,43,Views,18088,4,3274,0,3899,5291,2116
17332,1,43,Views,18088,4,3274,0,3899,5302,2116
17333,9,43,Views,18088,4,3274,0,3899,5342,2116
17334,9,43,Views,18088,5,3274,0,3899,5349,2116
17335,0,43,Views,18088,6,3274,0,3899,5427,2116
17336,2,43,Views,18088,10,3274,0,3899,5428,2116
17337,2,43,Views,18088,6,3274,0,3899,5471,2116
17338,0,43,Views,18088,3,3274,0,3899,5489,2116
17339,3,43,Views,18088,2,3274,0,3899,5551,2116
17340,2,43,Views,18088,5,3274,0,3899,5553,2116
17341,6,43,Views,18088,5,3274,0,3899,5554,2116
17342,3,43,Views,18088,2,3274,0,3899,5589,2116
17343,3,43,Views,18088,3,3274,0,3899,5646,2116
17344,0,43,Views,18088,2,3274,0,3899,5649,2116
17345,0,43,Views,18088,5,3274,0,3899,5658,2116
17346,1,43,Views,18088,3,3274,0,3899,5679,2116
17347,0,43,Views,18088,5,3274,0,3899,5688,2116
17348,1,43,Views,18088,1,3274,0,3899,5694,2116
17349,0,43,Views,18088,7,3274,0,3899,5702,2116
17350,4,43,Views,18088,2,3274,0,3899,5736,2116
17351,0,43,Views,18088,7,3274,0,3899,5737,2116
17352,6,43,Views,18088,12,3274,0,3899,5778,2116
17353,7,43,Views,18088,1,3274,0,3899,5779,2116
17354,7,43,Views,18088,13,3274,0,3899,5790,2116
17355,0,43,Views,18088,2,3274,0,3899,5805,2116
17356,3,43,Views,18088,3,3274,0,3899,5857,2116
17357,6,43,Views,18088,3,3274,0,3899,5878,2116
17358,3,43,Views,18088,6,3274,0,3899,5915,2116
17359,3,43,Views,18088,38,3274,0,3899,5955,2116
17360,1,43,Views,18088,3,3274,0,3899,6002,2116
17361,5,43,Views,18088,5,3274,0,3899,6009,2116
17362,2,43,Views,18088,12,3274,0,3899,6065,2116
17363,3,43,Views,18088,5,3274,0,3899,6105,2116
17364,1,43,Views,18088,4,3274,0,3899,6106,2116
17365,1,43,Views,18088,1,3274,0,3899,6121,2116
17366,3,43,Views,18088,3,3274,0,3899,6145,2116
17367,6,43,Views,18088,6,3274,0,3899,6166,2116
17368,3,43,Views,18088,5,3274,0,3899,6175,2116
17369,6,43,Views,18088,14,3274,0,3899,6188,2116
17370,7,43,Views,18088,5,3274,0,3899,6201,2116
17371,2,43,Views,18088,4,3274,0,3899,6233,2116
17372,4,43,Views,18088,2,3274,0,3899,6248,2116
17373,5,43,Views,18088,5,3274,0,3899,6305,2116
17374,6,43,Views,18088,29,3274,0,3899,6310,2116
17375,1,43,Views,18088,9,3274,0,3899,6383,2116
17376,4,43,Views,18088,2,3274,0,3899,6406,2116
17377,2,43,Views,18088,1,3274,0,3899,6416,2116
17378,1,43,Views,18088,1,3274,0,3899,6439,2116
17379,7,43,Views,18088,7,3274,0,3899,6449,2116
17380,1,43,Views,18088,5,3274,0,3899,6471,2116
17381,1,43,Views,18088,4,3274,0,3899,6488,2116
17382,1,43,Views,18088,3,3274,0,3899,6508,2116
17383,0,43,Views,18088,2,3274,0,3899,6509,2116
17384,2,43,Views,18088,8,3274,0,3899,6512,2116
17385,0,43,Views,18088,4,3274,0,3899,6522,2116
17386,4,43,Views,18088,5,3274,0,3899,6620,2116
17387,1,43,Views,18088,3,3274,0,3899,6667,2116
17388,2,43,Views,18088,5,3274,0,3899,6676,2116
17389,5,43,Views,18088,3,3274,0,3899,6682,2116
17390,3,43,Views,18088,3,3274,0,3899,6691,2116
17391,5,43,Views,18088,3,3274,0,3899,6718,2116
17392,3,43,Views,18088,2,3274,0,3899,6719,2116
17393,2,43,Views,18088,3,3274,0,3899,6722,2116
17394,4,43,Views,18088,6,3274,0,3899,6739,2116
17395,5,43,Views,18088,5,3274,0,3899,6775,2116
17396,4,43,Views,18088,11,3274,0,3899,6781,2116
17397,2,43,Views,18088,1,3274,0,3899,6799,2116
17398,0,43,Views,18088,1,3274,0,3899,6837,2116
17399,6,43,Views,18088,7,3274,0,3899,6858,2116
17400,0,43,Views,18088,2,3274,0,3899,6861,2116
17401,0,43,Views,18088,2,3274,0,3899,6863,2116
17402,0,43,Views,18088,2,3274,0,3899,6895,2116
17403,5,43,Views,18088,7,3274,0,3899,6953,2116
17404,2,43,Views,18088,5,3274,0,3899,6959,2116
17405,0,43,Views,18088,13,3274,0,3899,6960,2116
17406,1,43,Views,18088,2,3274,0,3899,6961,2116
17407,6,43,Views,18088,3,3274,0,3899,6984,2116
17408,2,43,Views,18088,3,3274,0,3899,6991,2116
17409,0,43,Views,18088,6,3274,0,3899,7081,2116
17410,1,43,Views,18088,6,3274,0,3899,7083,2116
17411,0,43,Views,18088,5,3274,0,3899,7091,2116
17412,2,43,Views,18088,5,3274,0,3899,7147,2116
17413,1,43,Views,18088,2,3274,0,3899,7280,2116
17414,0,43,Views,18088,4,3274,0,3899,7331,2116
17415,9,43,Views,18088,6,3274,0,3899,7365,2116
17416,2,43,Views,18088,3,3274,0,3899,7372,2116
17417,5,43,Views,18088,16,3274,0,3899,7378,2116
17418,0,43,Views,18088,0,3274,0,3899,7380,2116
17419,0,43,Views,18088,0,3274,0,3899,7381,2116
17420,1,43,Views,18088,0,3274,0,3899,7399,2116
17421,0,43,Views,18088,2,3274,0,3899,7441,2116
17422,3,43,Views,18088,6,3274,0,3899,7449,2116
17423,6,43,Views,18088,4,3274,0,3899,7483,2116
17424,8,43,Views,18088,6,3274,0,3899,7484,2116
17425,0,43,Views,18088,8,3274,0,3899,7530,2116
17426,1,43,Views,18088,5,3274,0,3899,7540,2116
17427,0,43,Views,18088,1,3274,0,3899,7561,2116
17428,0,43,Views,18088,4,3274,0,3899,7710,2116
17429,4,43,Views,18088,2,3274,0,3899,7746,2116
17430,4,43,Views,18088,5,3274,0,3899,7750,2116
17431,0,43,Views,18088,4,3274,0,3899,7798,2116
17432,2,43,Views,18088,2,3274,0,3899,7801,2116
17433,0,43,Views,18088,5,3274,0,3899,7804,2116
17434,0,43,Views,18088,4,3274,0,3899,7871,2116
17435,3,43,Views,18088,6,3274,0,3899,8002,2116
17436,10,43,Views,18088,4,3274,0,3899,8004,2116
17437,1,43,Views,18088,5,3274,0,3899,8011,2116
17438,0,43,Views,18088,5,3274,0,3899,8084,2116
17439,0,43,Views,18088,4,3274,0,3899,8113,2116
17440,1,43,Views,18088,1,3274,0,3899,8125,2116
17441,6,43,Views,18088,11,3274,0,3899,8128,2116
17442,5,43,Views,18088,3,3274,0,3899,8195,2116
17443,0,43,Views,18088,3,3274,0,3899,8200,2116
17444,4,43,Views,18088,65,3274,0,3899,8230,2116
17445,12,43,Views,18088,6,3274,0,3899,8253,2116
17446,2,43,Views,18088,4,3274,0,3899,8304,2116
17447,6,43,Views,18088,6,3274,0,3899,8359,2116
17448,2,43,Views,18088,5,3274,0,3899,8671,2116
17449,2,43,Views,18088,2,3274,0,3899,8757,2116
17450,0,43,Views,18088,7,3274,0,3899,8760,2116
17451,9,43,Views,18088,8,3274,0,3899,8872,2116
17452,11,43,Views,18088,6,3274,0,3899,8887,2116
17453,9,43,Views,18088,1,3274,0,3899,9032,2116
17454,0,43,Views,18088,0,3274,0,3899,9249,2116
17455,0,43,Views,18088,3,3274,0,3899,9350,2116
17456,1,43,Views,18088,9,3274,0,3899,9428,2116
17457,0,43,Views,18088,4,3274,0,3899,9430,2116
17458,1,43,Views,18088,3,3274,0,3899,9514,2116
17459,4,43,Views,18088,8,3274,0,3899,9534,2116
17460,10,43,Views,18088,6,3274,0,3899,9555,2116
17461,0,43,Views,18088,2,3274,0,3899,9668,2116
17462,0,43,Views,18088,3,3274,0,3899,9669,2116
17463,4,43,Views,18088,4,3274,0,3899,9672,2116
17464,2,43,Views,18088,6,3274,0,3899,9771,2116
17465,2,43,Views,18088,3,3274,0,3899,9780,2116
17466,2,43,Views,18088,10,3274,0,3899,9815,2116
17467,1,43,Views,18088,5,3274,0,3899,9816,2116
17468,0,43,Views,18088,5,3274,0,3899,9828,2116
17469,0,43,Views,18088,0,3274,0,3899,9856,2116
17470,0,43,Views,18088,0,3274,0,3899,9861,2116
17471,3,43,Views,18088,3,3274,0,3899,9984,2116
17472,2,43,Views,18088,8,3274,0,3899,10023,2116
17473,0,43,Views,18088,5,3274,0,3899,10304,2116
17474,3,43,Views,18088,3,3274,0,3899,10306,2116
17475,2,43,Views,18088,0,3274,0,3899,10323,2116
17476,0,43,Views,18088,4,3274,0,3899,10402,2116
17477,0,43,Views,18088,10,3274,0,3899,10455,2116
17478,2,43,Views,18088,8,3274,0,3899,10560,2116
17479,5,43,Views,18088,2,3274,0,3899,10593,2116
17480,0,43,Views,18088,21,3274,0,3899,10715,2116
17481,4,43,Views,18088,5,3274,0,3899,10751,2116
17482,3,43,Views,18088,3,3274,0,3899,10754,2116
17483,0,43,Views,18088,0,3274,0,3899,10756,2116
17484,14,43,Views,18088,10,3274,0,3899,10845,2116
17485,2,43,Views,18088,4,3274,0,3899,10846,2116
17486,0,43,Views,18088,10,3274,0,3899,10848,2116
17487,6,43,Views,18088,5,3274,0,3899,10857,2116
17488,5,43,Views,18088,6,3274,0,3899,10885,2116
17489,1,43,Views,18088,0,3274,0,3899,10906,2116
17490,2,43,Views,18088,2,3274,0,3899,11025,2116
17491,0,43,Views,18088,2,3274,0,3899,11074,2116
17492,2,43,Views,18088,4,3274,0,3899,11117,2116
17493,5,43,Views,18088,1,3274,0,3899,11187,2116
17494,3,43,Views,18088,5,3274,0,3899,11194,2116
17495,3,43,Views,18088,4,3274,0,3899,11228,2116
17496,1,43,Views,18088,1,3274,0,3899,11303,2116
17497,2,43,Views,18088,2,3274,0,3899,11356,2116
17498,0,43,Views,18088,2,3274,0,3899,11358,2116
17499,0,43,Views,18088,14,3274,1470,3899,11368,2116
17500,0,43,Views,18088,6,3274,0,3899,11386,2116
17501,3,43,Views,18088,4,3274,0,3899,11426,2116
17502,2,43,Views,18088,3,3274,0,3899,11467,2116
17503,3,43,Views,18088,3,3274,0,3899,11484,2116
17504,1,43,Views,18088,4,3274,0,3899,11486,2116
17505,1,43,Views,18088,8,3274,0,3899,11491,2116
17506,3,43,Views,18088,2,3274,0,3899,11791,2116
17507,0,43,Views,18088,6,3274,0,3899,11796,2116
17508,6,43,Views,18088,0,3274,0,3899,11822,2116
17509,1,43,Views,18088,2,3274,0,3899,11853,2116
17510,0,43,Views,18088,3,3274,0,3899,12116,2116
17511,8,43,Views,18088,2,3274,0,3899,12272,2116
17512,0,43,Views,18088,0,3274,0,3899,12504,2116
17513,4,43,Views,18088,7,3274,0,3899,12506,2116
17514,1,43,Views,18088,3,3274,0,3899,12932,2116
17515,1,43,Views,18088,6,3274,0,3899,12977,2116
17516,0,43,Views,18088,3,3274,0,3899,13079,2116
17517,3,43,Views,18088,11,3274,0,3899,13080,2116
17518,1,43,Views,18088,2,3274,0,3899,13294,2116
17519,6,43,Views,18088,6,3274,0,3899,13325,2116
17520,2,43,Views,18088,9,3274,0,3899,13613,2116
17521,0,43,Views,18088,7,3274,0,3899,13700,2116
17522,3,43,Views,18088,3,3274,0,3899,13791,2116
17523,1,43,Views,18088,5,3274,0,3899,13840,2116
17524,6,43,Views,18088,5,3274,0,3899,13901,2116
17525,8,43,Views,18088,2,3274,0,3899,14326,2116
17526,4,43,Views,18088,5,3274,0,3899,14330,2116
17527,0,43,Views,18088,4,3274,0,3899,14394,2116
17528,3,43,Views,18088,4,3274,0,3899,14442,2116
17529,0,43,Views,18088,3,3274,0,3899,14446,2116
17530,1,43,Views,18088,6,3274,0,3899,14508,2116
17531,0,43,Views,18088,0,3274,0,3899,14608,2116
17532,0,43,Views,18088,0,3274,0,3899,14609,2116
17533,5,43,Views,18088,8,3274,0,3899,14627,2116
17534,13,43,Views,18088,6,3274,0,3899,14630,2116
17535,5,43,Views,18088,13,3274,564,3899,14752,2116
17536,12,43,Views,18088,1,3274,0,3899,14753,2116
17537,0,43,Views,18088,2,3274,0,3899,14756,2116
17538,2,43,Views,18088,3,3274,0,3899,14932,2116
17539,2,43,Views,18088,1,3274,0,3899,14934,2116
17540,1,43,Views,18088,3,3274,0,3899,15460,2116
17541,2,43,Views,18088,5,3274,0,3899,15796,2116
17542,0,43,Views,18088,2,3274,0,3899,15907,2116
17543,1,43,Views,18088,0,3274,0,3899,16285,2116
17544,1,43,Views,18088,29,3274,0,3899,16460,2116
17545,0,43,Views,18088,0,3274,0,3899,16526,2116
17546,1,43,Views,18088,4,3274,0,3899,16661,2116
17547,6,43,Views,18088,2,3274,0,3899,16776,2116
17548,1,43,Views,18088,2,3274,0,3899,16893,2116
17549,1,43,Views,18088,2,3274,0,3899,16992,2116
17550,2,43,Views,18088,0,3274,0,3899,16995,2116
17551,0,43,Views,18088,6,3274,183,3899,17106,2116
17552,2,43,Views,18088,1,3274,0,3899,17509,2116
17553,11,43,Views,18088,1,3274,0,3899,17561,2116
17554,0,43,Views,18088,1,3274,0,3899,17562,2116
17555,1,43,Views,18088,1,3274,0,3899,17563,2116
17556,3,43,Views,18088,1,3274,0,3899,17566,2116
17557,2,43,Views,18088,7,3274,0,3899,17610,2116
17558,10,43,Views,18088,4,3274,0,3899,18340,2116
17559,2,43,Views,18088,3,3274,0,3899,18345,2116
17560,0,43,Views,18088,1,3274,0,3899,18346,2116
17561,3,43,Views,18088,6,3274,0,3899,18392,2116
17562,0,43,Views,18088,2,3274,0,3899,19041,2116
17563,2,43,Views,18088,6,3274,0,3899,19325,2116
17564,2,43,Views,18088,7,3274,0,3899,19363,2116
17565,1,43,Views,18088,5,3274,0,3899,19545,2116
17566,1,43,Views,18088,14,3274,0,3899,19747,2116
17567,2,43,Views,18088,5,3274,0,3899,19754,2116
17568,4,43,Views,18088,1,3274,0,3899,19766,2116
17569,0,43,Views,18088,1,3274,0,3899,19910,2116
17570,3,43,Views,18088,5,3274,0,3899,20016,2116
17571,0,43,Views,18088,7,3274,0,3899,21385,2116
17572,1,43,Views,18088,7,3274,0,3899,23026,2116
17573,1,43,Views,18088,1,3274,0,3899,23147,2116
17574,0,43,Views,18088,2,3274,0,3899,23216,2116
17575,2,43,Views,18088,5,3274,0,3899,23976,2116
17576,3,43,Views,18088,3,3274,0,3899,24364,2116
17577,0,43,Views,18088,3,3274,0,3899,24511,2116
17578,3,43,Views,18088,21,3274,1487,3899,24562,2116
17579,0,43,Views,18088,3,3274,0,3899,24873,2116
17580,0,43,Views,18088,4,3274,0,3899,25344,2116
17581,0,43,Views,18088,18,3274,0,3899,25819,2116
17582,2,43,Views,18088,3,3274,0,3899,25842,2116
17583,0,43,Views,18088,6,3274,0,3899,25892,2116
17584,2,43,Views,18088,1,3274,0,3899,26243,2116
17585,1,43,Views,18088,13,3274,0,3899,27663,2116
17586,5,43,Views,18088,3,3274,0,3899,27739,2116
17587,0,43,Views,18088,2,3274,0,3899,27747,2116
17588,2,43,Views,18088,2,3274,55,3899,28439,2116
17589,4,43,Views,18088,3,3274,0,3899,29299,2116
17590,2,43,Views,18088,4,3274,0,3899,29323,2116
17591,4,43,Views,18088,2,3274,0,3899,32979,2116
17592,0,43,Views,18088,1,3274,0,3899,34705,2116
17593,5,43,Views,18088,9,3274,0,3899,34732,2116
17594,4,43,Views,18088,3,3274,0,3899,34847,2116
17595,0,43,Views,18088,2,3274,0,3899,34944,2116
17596,6,43,Views,18088,1,3274,0,3899,37425,2116
17597,1,43,Views,18088,1,3274,0,3899,37471,2116
17598,1,43,Views,18088,4,3274,0,3899,37568,2116
17599,0,43,Views,18088,2,3274,0,3899,37570,2116
17600,5,43,Views,18088,2,3274,0,3899,37575,2116
17601,0,43,Views,18088,2,3274,0,3899,37582,2116
17602,4,43,Views,18088,2,3274,0,3899,37655,2116
17603,5,43,Views,18088,13,3274,721,3899,37729,2116
17604,2,43,Views,18088,2,3274,0,3899,38892,2116
17605,3,43,Views,18088,3,3274,0,3899,38899,2116
17606,4,43,Views,18088,3,3274,0,3899,39015,2116
17607,5,43,Views,18088,13,3274,0,3899,44097,2116
17608,0,43,Views,18088,4,3274,0,3899,44179,2116
17609,0,43,Views,18088,0,3274,0,3899,44757,2116
17610,6,43,Views,18088,1,3274,0,3899,46807,2116
17611,1,43,Views,18088,5,3274,0,3899,46957,2116
17612,3,43,Views,18088,2,3274,0,3899,47135,2116
17613,2,43,Views,18088,1,3274,0,3899,62704,2116
17614,0,43,Views,18088,2,3274,0,3899,62806,2116
17615,0,43,Views,18088,1,3274,0,3899,62830,2116
17616,2,43,Views,18088,6,3274,0,3899,63007,2116
17617,0,43,Views,18088,1,3274,0,3899,70350,2116
17618,2,43,Views,18088,5,3274,0,3899,70351,2116
17619,0,43,Views,18088,3,3274,0,3899,70750,2116
17620,2,43,Views,18088,2,3274,0,3899,71103,2116
17621,0,43,Views,18088,1,3274,0,3899,71132,2116
17622,3,43,Views,18088,4,3274,0,3899,71389,2116
17623,0,43,Views,18088,5,3274,0,3899,71689,2116
17624,0,43,Views,18088,3,3274,0,3899,71693,2116
17625,2,43,Views,18088,1,3274,0,3899,71785,2116
17626,3,43,Views,18088,5,3274,0,3899,71786,2116
17627,1,43,Views,18088,5,3274,0,3899,71831,2116
17628,0,43,Views,18088,2,3274,0,3899,71889,2116
17629,4,43,Views,18088,1,3274,0,3899,71893,2116
17630,1,43,Views,18088,3,3274,0,3899,71973,2116
17631,5,43,Views,18088,1,3274,0,3899,72108,2116
17632,2,43,Views,18088,1,3274,0,3899,72135,2116
17633,2,43,Views,18088,1,3274,0,3899,72158,2116
17634,13,43,Views,18088,2,3274,0,3899,72159,2116
17635,0,43,Views,18088,0,3274,0,3899,72216,2116
17636,1,43,Views,18088,2,3274,0,3899,72241,2116
17637,5,43,Views,18088,3,3274,0,3899,72630,2116
17638,3,43,Views,18088,0,3274,0,3899,72714,2116
17639,4,43,Views,18088,0,3274,0,3899,73357,2116
17640,0,43,Views,18088,0,3274,0,3899,73358,2116
17641,0,43,Views,18088,1,3274,0,3899,73361,2116
17642,3,43,Views,18088,3,3274,0,3899,73459,2116
17643,0,43,Views,18088,0,3274,0,3899,73682,2116
17644,5,43,Views,18088,1,3274,0,3899,73927,2116
17645,0,43,Views,18088,0,3274,0,3899,73928,2116
17646,1,43,Views,18088,2,3274,0,3899,74094,2116
17647,0,43,Views,18088,1,3274,0,3899,74521,2116
17648,5,43,Views,18088,4,3274,0,3899,74749,2116
17649,0,43,Views,18088,1,3274,0,3899,76198,2116
17650,11,43,Views,18088,3,3274,0,3899,76217,2116
17651,2,43,Views,18088,-1,3274,0,3899,77225,2116
17652,2,43,Views,18088,3,3274,0,3899,77229,2116
17653,0,43,Views,18088,2,3274,0,3899,77241,2116
17654,1,43,Views,18088,0,3274,0,3899,77326,2116
17655,1,43,Views,18088,0,3274,0,3899,77327,2116
17656,2,43,Views,18088,6,3274,0,3899,77611,2116
17657,3,43,Views,18088,3,3274,0,3899,77822,2116
17658,2,43,Views,18088,8,3274,0,3899,77927,2116
17659,2,43,Views,18088,4,3274,0,3899,77931,2116
17660,2,43,Views,18088,0,3274,0,3899,77977,2116
17661,0,43,Views,18088,0,3274,0,3899,78026,2116
17662,3,43,Views,18088,1,3274,0,3899,78274,2116
17663,0,43,Views,18088,3,3274,0,3899,78296,2116
17664,5,43,Views,18088,7,3274,0,3899,80621,2116
17665,0,43,Views,18088,0,3274,0,3899,80636,2116
17666,1,43,Views,18088,3,3274,0,3899,81097,2116
17667,0,43,Views,18088,2,3274,0,3899,81099,2116
17668,1,43,Views,18088,2,3274,0,3899,81157,2116
17669,0,43,Views,18088,2,3274,0,3899,82234,2116
17670,0,43,Views,18088,1,3274,0,3899,82434,2116
17671,2,43,Views,18088,2,3274,0,3899,82561,2116
17672,4,43,Views,18088,55,3274,0,3899,83141,2116
17673,0,43,Views,18088,0,3274,0,3899,83202,2116
17674,2,43,Views,18088,2,3274,0,3899,83949,2116
17675,0,43,Views,18088,1,3274,0,3899,84240,2116
17676,0,43,Views,18088,4,3274,0,3899,84241,2116
17677,1,43,Views,18088,0,3274,0,3899,85740,2116
17678,3,43,Views,18088,1,3274,0,3899,86043,2116
17679,1,43,Views,18088,1,3274,0,3899,87127,2116
17680,0,43,Views,18088,3,3274,0,3899,89700,2116
17681,0,43,Views,18088,1,3274,0,3899,92508,2116
17682,1,43,Views,18088,3,3274,0,3899,103655,2116
17683,1,43,Views,18088,2,3274,0,3899,105511,2116
17684,0,43,Views,18088,1,3274,0,3899,105524,2116
18093,1,2,Views,3016,7,220,0,2342,5282,2310
18094,3,2,Views,3016,1,220,716,2342,5299,2310
18095,0,2,Views,3016,5,220,0,2342,5420,2310
18096,3,2,Views,3016,11,220,2156,2342,5457,2310
18097,2,2,Views,3016,1,220,449,2342,6154,2310
18098,0,2,Views,3016,3,220,370,2342,6550,2310
18099,0,2,Views,3016,5,220,1129,2342,6755,2310
18100,0,2,Views,3016,3,220,0,2342,6789,2310
18101,1,2,Views,3016,5,220,1198,2342,6870,2310
18102,3,2,Views,3016,2,220,0,2342,6962,2310
18103,3,2,Views,3016,7,220,0,2342,7099,2310
18104,0,2,Views,3016,2,220,0,2342,7461,2310
18105,4,2,Views,3016,5,220,0,2342,8216,2310
18106,0,2,Views,3016,4,220,0,2342,9559,2310
18107,0,2,Views,3016,3,220,393,2342,10276,2310
18108,0,2,Views,3016,1,220,0,2342,10299,2310
18109,2,2,Views,3016,5,220,0,2342,10476,2310
18110,0,2,Views,3016,5,220,0,2342,10658,2310
18111,0,2,Views,3016,5,220,1810,2342,10807,2310
18112,4,2,Views,3016,37,220,14332,2342,11009,2310
18113,0,2,Views,3016,2,220,0,2342,11174,2310
18114,12,2,Views,3016,3,220,0,2342,11338,2310
18115,0,2,Views,3016,5,220,1589,2342,11437,2310
18116,0,2,Views,3016,2,220,0,2342,11692,2310
18117,0,2,Views,3016,0,220,106,2342,12195,2310
18118,0,2,Views,3016,4,220,193,2342,12344,2310
18119,4,2,Views,3016,3,220,0,2342,13200,2310
18120,6,2,Views,3016,1,220,106,2342,13693,2310
18121,0,2,Views,3016,2,220,0,2342,14927,2310
18122,2,2,Views,3016,7,220,0,2342,15088,2310
18123,2,2,Views,3016,2,220,0,2342,15236,2310
18124,0,2,Views,3016,4,220,487,2342,15279,2310
18125,2,2,Views,3016,1,220,0,2342,15591,2310
18126,1,2,Views,3016,17,220,0,2342,15675,2310
18127,0,2,Views,3016,1,220,0,2342,15881,2310
18128,0,2,Views,3016,4,220,511,2342,16089,2310
18129,1,2,Views,3016,2,220,754,2342,16185,2310
18130,3,2,Views,3016,2,220,0,2342,16484,2310
18131,0,2,Views,3016,2,220,1039,2342,16513,2310
18132,0,2,Views,3016,3,220,0,2342,16761,2310
18133,2,2,Views,3016,5,220,126,2342,18279,2310
18134,3,2,Views,3016,3,220,0,2342,18354,2310
18135,1,2,Views,3016,2,220,0,2342,18807,2310
18136,2,2,Views,3016,1,220,0,2342,19033,2310
18137,5,2,Views,3016,1,220,0,2342,19283,2310
18138,2,2,Views,3016,3,220,858,2342,20001,2310
18139,8,2,Views,3016,6,220,0,2342,20003,2310
18140,0,2,Views,3016,3,220,0,2342,20085,2310
18141,0,2,Views,3016,0,220,0,2342,22860,2310
18142,0,2,Views,3016,3,220,522,2342,22940,2310
18143,0,2,Views,3016,3,220,0,2342,23175,2310
18144,3,2,Views,3016,1,220,0,2342,23318,2310
18145,0,2,Views,3016,3,220,0,2342,24068,2310
18146,0,2,Views,3016,1,220,0,2342,24296,2310
18147,2,2,Views,3016,2,220,0,2342,24638,2310
18148,1,2,Views,3016,1,220,0,2342,25663,2310
18149,1,2,Views,3016,6,220,0,2342,26200,2310
18150,0,2,Views,3016,1,220,0,2342,27159,2310
18151,1,2,Views,3016,3,220,1758,2342,28316,2310
18152,1,2,Views,3016,2,220,74,2342,29863,2310
18153,1,2,Views,3016,6,220,0,2342,29946,2310
18154,3,2,Views,3016,5,220,458,2342,30565,2310
18155,1,2,Views,3016,2,220,0,2342,31874,2310
18156,4,2,Views,3016,11,220,0,2342,32034,2310
18157,3,2,Views,3016,1,220,684,2342,32208,2310
18158,5,2,Views,3016,1,220,341,2342,32257,2310
18159,2,2,Views,3016,3,220,150,2342,32432,2310
18160,5,2,Views,3016,9,220,402,2342,35256,2310
18161,0,2,Views,3016,3,220,0,2342,35522,2310
18162,0,2,Views,3016,0,220,0,2342,35573,2310
18163,2,2,Views,3016,5,220,0,2342,36214,2310
18164,0,2,Views,3016,1,220,0,2342,36215,2310
18165,0,2,Views,3016,3,220,0,2342,36216,2310
18166,2,2,Views,3016,1,220,0,2342,37697,2310
18167,11,2,Views,3016,-2,220,0,2342,40798,2310
18168,3,2,Views,3016,0,220,0,2342,44997,2310
18169,6,2,Views,3016,10,220,896,2342,48072,2310
18170,6,2,Views,3016,1,220,165,2342,57949,2310
18171,2,2,Views,3016,3,220,0,2342,61797,2310
18172,0,2,Views,3016,2,220,318,2342,62731,2310
18173,2,2,Views,3016,4,220,0,2342,62938,2310
18174,0,2,Views,3016,3,220,0,2342,65620,2310
18175,7,2,Views,3016,4,220,255,2342,72039,2310
18176,0,2,Views,3016,0,220,81,2342,73641,2310
18177,0,2,Views,3016,3,220,0,2342,74176,2310
18178,0,2,Views,3016,0,220,0,2342,78710,2310
18179,2,2,Views,3016,1,220,0,2342,78785,2310
18180,1,2,Views,3016,0,220,0,2342,79593,2310
18181,0,2,Views,3016,2,220,0,2342,79598,2310
18182,1,2,Views,3016,1,220,0,2342,79714,2310
18183,1,2,Views,3016,1,220,0,2342,79786,2310
18184,1,2,Views,3016,3,220,0,2342,80092,2310
18185,0,2,Views,3016,4,220,68,2342,82637,2310
18186,0,2,Views,3016,2,220,42,2342,83191,2310
18187,0,2,Views,3016,2,220,33,2342,88670,2310
18188,8,2,Views,3016,35,220,0,2342,89657,2310
18189,6,2,Views,3016,3,220,0,2342,89680,2310
18190,2,2,Views,3016,0,220,0,2342,89839,2310
18191,0,2,Views,3016,1,220,0,2342,92089,2310
18192,2,2,Views,3016,1,220,0,2342,92155,2310
18193,2,2,Views,3016,3,220,0,2342,94607,2310
18194,4,2,Views,3016,3,220,0,2342,94608,2310
